Title,Price,Address,Beds
"230 Michigan N Ave Unit 1308, Chicago, IL","$2,928","230 Michigan N Ave Unit 1308, Chicago, IL",2 Bed
"2971 S Lyman St Unit 2, Chicago, IL","$1,500","2971 S Lyman St Unit 2, Chicago, IL",2 Bed
"1443 W Walton St Unit G, Chicago, IL","$1,500","1443 W Walton St Unit G, Chicago, IL",Condo for Rent
"2336 W 24th Pl Unit 2, Chicago, IL","$1,750","2336 W 24th Pl Unit 2, Chicago, IL",2 Bed
"310 Michigan Ave Unit 4307, Chicago, IL","$1,669","310 Michigan Ave Unit 4307, Chicago, IL",1 Bed
"331 Superior W St Unit 1602, Chicago, IL","$2,200","331 Superior W St Unit 1602, Chicago, IL",1 Bed
"237 26th W St Unit 2F, Chicago, IL","$1,300","237 26th W St Unit 2F, Chicago, IL",3 Bed
"5 S Columbus Dr Unit 07109, Chicago, IL","$2,200","5 S Columbus Dr Unit 07109, Chicago, IL",Condo for Rent
"225 W Huron St Unit 614, Chicago, IL","$2,680","225 W Huron St Unit 614, Chicago, IL",1 Bed
"2216 S Michigan Ave Unit 610, Chicago, IL","$1,865","2216 S Michigan Ave Unit 610, Chicago, IL",1 Bed
"925 N Ashland Ave Unit UA-2R, Chicago, IL","$1,800","925 N Ashland Ave Unit UA-2R, Chicago, IL",2 Bed
"2301 W 25th St Unit 2, Chicago, IL","$1,300","2301 W 25th St Unit 2, Chicago, IL",3 Bed
"903 N Halsted St Unit 5, Chicago, IL","$2,431","903 N Halsted St Unit 5, Chicago, IL",1 Bed
"2035 S Indiana Ave Unit 211, Chicago, IL","$1,600","2035 S Indiana Ave Unit 211, Chicago, IL",Condo for Rent
"1823 S Fairfield Ave Unit 1, Chicago, IL","$1,650","1823 S Fairfield Ave Unit 1, Chicago, IL",3 Bed
"159 W Erie St Unit 132, Chicago, IL","$3,521","159 W Erie St Unit 132, Chicago, IL",2 Bed
"412 W Chicago Ave Unit 129, Chicago, IL","$3,660","412 W Chicago Ave Unit 129, Chicago, IL",2 Bed
"412 W Chicago Ave Unit 129-1D, Chicago, IL","$2,670","412 W Chicago Ave Unit 129-1D, Chicago, IL",1 Bed
"837 N Wolcott Ave Unit #1, Chicago, IL","$3,200","837 N Wolcott Ave Unit #1, Chicago, IL",3 Bed
"2824 W Van Buren St Unit 101, Chicago, IL","$2,200","2824 W Van Buren St Unit 101, Chicago, IL",Condo for Rent
"2824 W Van Buren St Unit 201, Chicago, IL","$2,250","2824 W Van Buren St Unit 201, Chicago, IL",Condo for Rent
"2824 W Van Buren St Unit 301, Chicago, IL","$2,300","2824 W Van Buren St Unit 301, Chicago, IL",Condo for Rent
"755 N Orleans St Unit 609, Chicago, IL","$3,000","755 N Orleans St Unit 609, Chicago, IL",Condo for Rent
"700 N LaSalle Dr Unit 125, Chicago, IL","$3,300","700 N LaSalle Dr Unit 125, Chicago, IL",2 Bed
"641 Clark N St Unit 1, Chicago, IL","$4,139","641 Clark N St Unit 1, Chicago, IL",3 Bed
"700 N LaSalle Dr Unit 125-2, Chicago, IL","$3,300","700 N LaSalle Dr Unit 125-2, Chicago, IL",2 Bed
"847 N Larrabee St Unit 3R, Chicago, IL","$2,520","847 N Larrabee St Unit 3R, Chicago, IL",2 Bed
"2168 S Indiana Ave Unit 1l, Chicago, IL","$1,990","2168 S Indiana Ave Unit 1l, Chicago, IL",1 Bed
"2168 S Indiana Ave Unit 2s, Chicago, IL","$2,365","2168 S Indiana Ave Unit 2s, Chicago, IL",2 Bed
"2168 S Indiana Ave Unit 2l, Chicago, IL","$2,730","2168 S Indiana Ave Unit 2l, Chicago, IL",2 Bed
"2651 W 21st St Unit 1, Chicago, IL","$1,200","2651 W 21st St Unit 1, Chicago, IL",3 Bed
"2323 S Wabash Ave Unit 5, Chicago, IL","$3,200","2323 S Wabash Ave Unit 5, Chicago, IL",Condo for Rent
"825 N Hudson Ave Unit 4b, Chicago, IL","$3,214","825 N Hudson Ave Unit 4b, Chicago, IL",2 Bed
"873 N Larrabee St Unit #503, Chicago, IL","$2,900","873 N Larrabee St Unit #503, Chicago, IL",Condo for Rent
"224 N Michigan Ave Unit 611, Chicago, IL","$1,670","224 N Michigan Ave Unit 611, Chicago, IL",Studio
"33 W Ontario St Unit 47C*, Chicago, IL","$2,075","33 W Ontario St Unit 47C*, Chicago, IL",Condo for Rent
"151 E Wacker Dr Unit 3004, Chicago, IL","$1,800","151 E Wacker Dr Unit 3004, Chicago, IL",1 Bed
"151 Wacker E Dr Unit 202, Chicago, IL","$1,409","151 Wacker E Dr Unit 202, Chicago, IL",1 Bed
"600 N State St Unit 1608, Chicago, IL","$1,659","600 N State St Unit 1608, Chicago, IL",Studio
"2145 W Chicago Ave Unit 1, Chicago, IL","$1,800","2145 W Chicago Ave Unit 1, Chicago, IL",3 Bed
"222 N Columbus Dr Unit 4609, Chicago, IL","$3,050","222 N Columbus Dr Unit 4609, Chicago, IL",2 Bed
"226 Columbus N Dr Unit 0s, Chicago, IL","$1,685","226 Columbus N Dr Unit 0s, Chicago, IL",Studio
"1229 W 31st St Unit 1, Chicago, IL","$1,375","1229 W 31st St Unit 1, Chicago, IL",2 Bed
"2931 S Canal St Unit 1F, Chicago, IL","$1,000","2931 S Canal St Unit 1F, Chicago, IL",2 Bed
"201 E Illinois St Unit 1709, Chicago, IL","$2,199","201 E Illinois St Unit 1709, Chicago, IL",1 Bed
"472 Erie W St Unit 1102, Chicago, IL","$4,740","472 Erie W St Unit 1102, Chicago, IL",3 Bed
"857 N Hoyne Ave Unit 1, Chicago, IL","$1,830","857 N Hoyne Ave Unit 1, Chicago, IL",2 Bed
"816 N Leavitt St Unit 1F, Chicago, IL","$1,600","816 N Leavitt St Unit 1F, Chicago, IL",Condo for Rent
"300 E North Water St Unit 1305, Chicago, IL","$2,995","300 E North Water St Unit 1305, Chicago, IL",2 Bed
"300 E North Water St Unit 2002, Chicago, IL","$2,250","300 E North Water St Unit 2002, Chicago, IL",1 Bed
"2933 W Adams St Unit 1, Chicago, IL","$1,375","2933 W Adams St Unit 1, Chicago, IL",2 Bed
"2750 W Cermak Rd Unit 3F, Chicago, IL","$1,425","2750 W Cermak Rd Unit 3F, Chicago, IL",2 Bed
"820 N LaSalle Dr Unit 11-1, Chicago, IL","$2,273","820 N LaSalle Dr Unit 11-1, Chicago, IL",1 Bed
"820 N LaSalle Dr Unit 2902, Chicago, IL","$1,747","820 N LaSalle Dr Unit 2902, Chicago, IL",Studio
"725 W 34th St Unit 1, Chicago, IL","$1,950","725 W 34th St Unit 1, Chicago, IL",Condo for Rent
"2652 W 23rd Pl Unit 2, Chicago, IL","$1,795","2652 W 23rd Pl Unit 2, Chicago, IL",3 Bed
"2652 W 23rd Pl Unit 3, Chicago, IL","$1,695","2652 W 23rd Pl Unit 3, Chicago, IL",3 Bed
"3008 W Flournoy St Unit 3, Chicago, IL","$1,350","3008 W Flournoy St Unit 3, Chicago, IL",Condo for Rent
"2650 W 23rd Pl Unit 3, Chicago, IL","$1,795","2650 W 23rd Pl Unit 3, Chicago, IL",3 Bed
"525 N Michigan Ave Unit 1512F, Chicago, IL","$1,750","525 N Michigan Ave Unit 1512F, Chicago, IL",Condo for Rent
"2550 S Wabash Ave Unit 207, Chicago, IL","$3,350","2550 S Wabash Ave Unit 207, Chicago, IL",3 Bed
"710 N State St Unit 2303, Chicago, IL","$2,645","710 N State St Unit 2303, Chicago, IL",2 Bed
"2726 W 23rd St Unit 2, Chicago, IL","$1,100","2726 W 23rd St Unit 2, Chicago, IL",1 Bed
"439 E Erie St Unit 5201, Chicago, IL","$1,685","439 E Erie St Unit 5201, Chicago, IL",Studio
"1101 N Marshfield Ave Unit 2REAR, Chicago, IL","$1,650","1101 N Marshfield Ave Unit 2REAR, Chicago, IL",Condo for Rent
"2862 W 21st St Unit 1R, Chicago, IL","$1,295","2862 W 21st St Unit 1R, Chicago, IL",2 Bed
"751 N State St Unit 08, Chicago, IL","$3,363","751 N State St Unit 08, Chicago, IL",2 Bed
"3235 S Racine Ave Unit 3F, Chicago, IL","$1,150","3235 S Racine Ave Unit 3F, Chicago, IL",2 Bed
"865 LaSalle N Dr Unit 1s, Chicago, IL","$1,960","865 LaSalle N Dr Unit 1s, Chicago, IL",1 Bed
"848 N Oakley Blvd Unit 002, Chicago, IL","$2,100","848 N Oakley Blvd Unit 002, Chicago, IL",3 Bed
"2853 W 21st Pl Unit 1R, Chicago, IL","$1,200","2853 W 21st Pl Unit 1R, Chicago, IL",2 Bed
"118 E Erie St Unit 18B, Chicago, IL","$6,500","118 E Erie St Unit 18B, Chicago, IL",Condo for Rent
"1237 W 32nd Pl Unit grdr, Chicago, IL","$1,200","1237 W 32nd Pl Unit grdr, Chicago, IL",1 Bed
"2937 W Washington Blvd Unit 2, Chicago, IL","$1,150","2937 W Washington Blvd Unit 2, Chicago, IL",3 Bed
"1611 W Division St Unit 1105, Chicago, IL","$2,165","1611 W Division St Unit 1105, Chicago, IL",1 Bed
"1611 W Division St Unit 606, Chicago, IL","$2,195","1611 W Division St Unit 606, Chicago, IL",1 Bed
"3133 S Parnell Ave Unit 3, Chicago, IL","$1,400","3133 S Parnell Ave Unit 3, Chicago, IL",2 Bed
"300 E Illinois St Unit 303, Chicago, IL","$3,200","300 E Illinois St Unit 303, Chicago, IL",2 Bed
"455 Park N Dr Unit 0309, Chicago, IL","$2,524","455 Park N Dr Unit 0309, Chicago, IL",1 Bed
"1034 Orleans N Ct, Chicago, IL","$5,000","1034 Orleans N Ct, Chicago, IL",Townhome for Rent
"460 E Waterside Dr Unit 1806, Chicago, IL","$2,600","460 E Waterside Dr Unit 1806, Chicago, IL",Condo for Rent
"100 E Huron St Unit 4303, Chicago, IL","$10,000","100 E Huron St Unit 4303, Chicago, IL",Condo for Rent
"2215 W Augusta Blvd Unit 2E, Chicago, IL","$2,400","2215 W Augusta Blvd Unit 2E, Chicago, IL",Condo for Rent
"195 N Harbor Dr Unit 5407, Chicago, IL","$2,000","195 N Harbor Dr Unit 5407, Chicago, IL",Condo for Rent
"195 N Harbor Dr Unit #1109, Chicago, IL","$1,600","195 N Harbor Dr Unit #1109, Chicago, IL",Condo for Rent
"2907 Fulton W St Unit 2, Chicago, IL","$1,750","2907 Fulton W St Unit 2, Chicago, IL",2 Bed
"3232 S Union Ave Unit 1, Chicago, IL","$1,250","3232 S Union Ave Unit 1, Chicago, IL",2 Bed
"2100 S Marshall Blvd Unit 708, Chicago, IL","$1,500","2100 S Marshall Blvd Unit 708, Chicago, IL",2 Bed
"2100 S Marshall Blvd Unit 602, Chicago, IL","$1,800","2100 S Marshall Blvd Unit 602, Chicago, IL",2 Bed
"450 E Waterside Dr Unit 709, Chicago, IL","$3,000","450 E Waterside Dr Unit 709, Chicago, IL",Condo for Rent
"600 N Fairbanks Ct Unit 03201, Chicago, IL","$6,500","600 N Fairbanks Ct Unit 03201, Chicago, IL",Condo for Rent
"1034 N Wells St Unit 1001, Chicago, IL","$3,123","1034 N Wells St Unit 1001, Chicago, IL",2 Bed
"3127 W 15th St Unit 1 fl rear, Chicago, IL",$925,"3127 W 15th St Unit 1 fl rear, Chicago, IL",2 Bed
"1901 W Division St Unit #3N, Chicago, IL","$3,995","1901 W Division St Unit #3N, Chicago, IL",Condo for Rent
"622 N Fairbanks Ct Unit 3816, Chicago, IL","$1,675","622 N Fairbanks Ct Unit 3816, Chicago, IL",1 Bed
"457 E Ohio St Unit 1s, Chicago, IL","$1,675","457 E Ohio St Unit 1s, Chicago, IL",1 Bed
"2415 W Walton St Unit 2R, Chicago, IL","$1,550","2415 W Walton St Unit 2R, Chicago, IL",2 Bed
"1215 N Wolcott Ave Unit 1, Chicago, IL","$4,295","1215 N Wolcott Ave Unit 1, Chicago, IL",4 Bed
"1261 N Paulina St Unit 003, Chicago, IL","$4,200","1261 N Paulina St Unit 003, Chicago, IL",Condo for Rent
"323 E Ontario St Unit 18, Chicago, IL","$1,888","323 E Ontario St Unit 18, Chicago, IL",1 Bed
"345 E Eastgate Pl Unit 503, Chicago, IL","$1,350","345 E Eastgate Pl Unit 503, Chicago, IL",Condo for Rent
"204 W Hill St Unit 912, Chicago, IL","$2,025","204 W Hill St Unit 912, Chicago, IL",Studio
"111 E Chestnut St Unit 33A, Chicago, IL","$4,100","111 E Chestnut St Unit 33A, Chicago, IL",Condo for Rent
"356 E Ohio St Unit 12-C, Chicago, IL","$2,343","356 E Ohio St Unit 12-C, Chicago, IL",1 Bed
"50 E Chestnut St Unit 1401*, Chicago, IL","$17,000","50 E Chestnut St Unit 1401*, Chicago, IL",Condo for Rent
"1534 N Kedzie Ave Unit 3G, Chicago, IL","$1,250","1534 N Kedzie Ave Unit 3G, Chicago, IL",1 Bed
"1524 N Kedzie Ave Unit 2, Chicago, IL","$1,395","1524 N Kedzie Ave Unit 2, Chicago, IL",1 Bed
"1317 N Larrabee St Unit 305, Chicago, IL","$4,300","1317 N Larrabee St Unit 305, Chicago, IL",Condo for Rent
"2020 W Division St Unit 2, Chicago, IL","$3,300","2020 W Division St Unit 2, Chicago, IL",3 Bed
"415 E North Water St Unit 802, Chicago, IL","$3,700","415 E North Water St Unit 802, Chicago, IL",Condo for Rent
"1400 N Halsted St Unit 611, Chicago, IL","$2,401","1400 N Halsted St Unit 611, Chicago, IL",1 Bed
"205 E Chestnut St Unit 1, Chicago, IL","$1,610","205 E Chestnut St Unit 1, Chicago, IL",1 Bed
"205 E Chestnut St Unit S, Chicago, IL","$1,415","205 E Chestnut St Unit S, Chicago, IL",Studio
"1347 N Ashland Ave Unit 2N, Chicago, IL","$3,100","1347 N Ashland Ave Unit 2N, Chicago, IL",Condo for Rent
"2346 S Marshall Blvd Unit 2, Chicago, IL","$1,200","2346 S Marshall Blvd Unit 2, Chicago, IL",2 Bed
"2253 S Whipple St Unit G, Chicago, IL","$1,500","2253 S Whipple St Unit G, Chicago, IL",3 Bed
"2253 Whipple S St Unit 1, Chicago, IL","$1,575","2253 Whipple S St Unit 1, Chicago, IL",3 Bed
"1243 N Damen Ave Unit 1FR, Chicago, IL","$1,900","1243 N Damen Ave Unit 1FR, Chicago, IL",Condo for Rent
"2901 S Michigan Ave Unit 404, Chicago, IL","$1,350","2901 S Michigan Ave Unit 404, Chicago, IL",Condo for Rent
"1421 Halsted N St Unit 4s, Chicago, IL","$2,250","1421 Halsted N St Unit 4s, Chicago, IL",Condo for Rent
"645 N McClurg Ct Unit 32-1, Chicago, IL","$2,140","645 N McClurg Ct Unit 32-1, Chicago, IL",1 Bed
"1424 N Halsted St Unit 501, Chicago, IL","$3,800","1424 N Halsted St Unit 501, Chicago, IL",2 Bed
"3336 S Parnell Ave Unit 3rd floor, Chicago, IL","$1,500","3336 S Parnell Ave Unit 3rd floor, Chicago, IL",3 Bed
"723 W 34th St Unit 1, Chicago, IL","$1,875","723 W 34th St Unit 1, Chicago, IL",Condo for Rent
"340 Superior E St Unit 1309, Chicago, IL","$2,630","340 Superior E St Unit 1309, Chicago, IL",1 Bed
"340 Superior E St Unit 211, Chicago, IL","$2,553","340 Superior E St Unit 211, Chicago, IL",1 Bed
"848 W Eastman St Unit 102, Chicago, IL","$4,093","848 W Eastman St Unit 102, Chicago, IL",2 Bed
"848 W Eastman St Unit 102, Chicago, IL","$3,857","848 W Eastman St Unit 102, Chicago, IL",2 Bed
"530 N Lake Shore Dr Unit 3004, Chicago, IL","$4,200","530 N Lake Shore Dr Unit 3004, Chicago, IL",2 Bed
"222 E Pearson St Unit #1503, Chicago, IL","$1,850","222 E Pearson St Unit #1503, Chicago, IL",Condo for Rent
"3207 W Washington Blvd Unit 4, Chicago, IL","$1,800","3207 W Washington Blvd Unit 4, Chicago, IL",Condo for Rent
"201 E Chestnut St Unit 215-4, Chicago, IL","$1,840","201 E Chestnut St Unit 215-4, Chicago, IL",1 Bed
"1500 Spaulding S Ave Unit 1, Chicago, IL","$1,250","1500 Spaulding S Ave Unit 1, Chicago, IL",3 Bed
"451 E Erie St Unit 2s, Chicago, IL","$3,200","451 E Erie St Unit 2s, Chicago, IL",2 Bed
"2941 25th W St Unit 1, Chicago, IL","$1,800","2941 25th W St Unit 1, Chicago, IL",4 Bed
"2313 Albany S Ave Unit 1, Chicago, IL",$730,"2313 Albany S Ave Unit 1, Chicago, IL",1 Bed
"2136 W Crystal St Unit 2, Chicago, IL","$2,600","2136 W Crystal St Unit 2, Chicago, IL",Condo for Rent
"1645 N Ogden Ave Unit 0615, Chicago, IL","$2,000","1645 N Ogden Ave Unit 0615, Chicago, IL",Condo for Rent
"680 N Lake Shore Dr Unit 1504, Chicago, IL","$1,895","680 N Lake Shore Dr Unit 1504, Chicago, IL",1 Bed
"1150 N Dearborn St Unit 2610, Chicago, IL","$1,700","1150 N Dearborn St Unit 2610, Chicago, IL",1 Bed
"3001 S Michigan Ave Unit 1904, Chicago, IL","$1,250","3001 S Michigan Ave Unit 1904, Chicago, IL",Condo for Rent
"159 E Walton Pl Unit 005G, Chicago, IL","$10,000","159 E Walton Pl Unit 005G, Chicago, IL",Condo for Rent
"1120 N State St Unit 24-S, Chicago, IL","$1,592","1120 N State St Unit 24-S, Chicago, IL",Studio
"1220 N LaSalle Dr Unit 3D, Chicago, IL","$1,495","1220 N LaSalle Dr Unit 3D, Chicago, IL",Studio
"1445 N Bosworth Ave Unit 1, Chicago, IL","$1,900","1445 N Bosworth Ave Unit 1, Chicago, IL",2 Bed
"950 N Michigan Ave Unit 4304, Chicago, IL","$6,950","950 N Michigan Ave Unit 4304, Chicago, IL",Condo for Rent
"950 N Michigan Ave Unit 4101, Chicago, IL","$4,600","950 N Michigan Ave Unit 4101, Chicago, IL",Condo for Rent
"1846 S Sawyer Ave Unit 2F, Chicago, IL","$1,200","1846 S Sawyer Ave Unit 2F, Chicago, IL",3 Bed
"850 N Dewitt Pl Unit 04f, Chicago, IL","$1,663","850 N Dewitt Pl Unit 04f, Chicago, IL",1 Bed
"850 N Dewitt Pl Unit 11B, Chicago, IL","$1,650","850 N Dewitt Pl Unit 11B, Chicago, IL",Condo for Rent
"1501 N Halsted St Unit 1901, Chicago, IL","$4,615","1501 N Halsted St Unit 1901, Chicago, IL",2 Bed
"3316 Hamilton S Ave Unit 2, Chicago, IL","$1,000","3316 Hamilton S Ave Unit 2, Chicago, IL",1 Bed
"860 W Blackhawk St Unit 01006, Chicago, IL","$3,350","860 W Blackhawk St Unit 01006, Chicago, IL",Condo for Rent
"1918 S Sawyer Ave Unit 2, Chicago, IL","$1,500","1918 S Sawyer Ave Unit 2, Chicago, IL",3 Bed
"1507 Elston N Ave Unit 1, Chicago, IL","$1,200","1507 Elston N Ave Unit 1, Chicago, IL",1 Bed
"1401 N Wicker Park Ave Unit 1, Chicago, IL","$2,050","1401 N Wicker Park Ave Unit 1, Chicago, IL",3 Bed
"1222 S Homan Ave Unit 1, Chicago, IL","$1,200","1222 S Homan Ave Unit 1, Chicago, IL",3 Bed
"227 E Delaware Pl Unit 75-1, Chicago, IL","$1,772","227 E Delaware Pl Unit 75-1, Chicago, IL",1 Bed
"322 W Evergreen Ave Unit 2, Chicago, IL","$1,995","322 W Evergreen Ave Unit 2, Chicago, IL",2 Bed
"1513 Clybourn N Ave Unit C, Chicago, IL","$3,500","1513 Clybourn N Ave Unit C, Chicago, IL",3 Bed
"260 E Chestnut St Unit 1608, Chicago, IL","$1,525","260 E Chestnut St Unit 1608, Chicago, IL",Condo for Rent
"260 E Chestnut St Unit 44011, Chicago, IL","$2,650","260 E Chestnut St Unit 44011, Chicago, IL",Condo for Rent
"1630 W Le Moyne St Unit 1F, Chicago, IL","$3,995","1630 W Le Moyne St Unit 1F, Chicago, IL",Condo for Rent
"1442 N North Park Avenue Unit BB, Chicago, IL","$3,750","1442 N North Park Avenue Unit BB, Chicago, IL",Condo for Rent
"1442 N North Park Avenue Unit B, Chicago, IL","$3,750","1442 N North Park Avenue Unit B, Chicago, IL",3 Bed
"2231 S Sawyer Ave Unit 2, Chicago, IL","$1,325","2231 S Sawyer Ave Unit 2, Chicago, IL",Condo for Rent
"30 W Division St Unit 2e, Chicago, IL","$2,750","30 W Division St Unit 2e, Chicago, IL",Condo for Rent
"827 N Francisco Ave Unit 1, Chicago, IL","$1,900","827 N Francisco Ave Unit 1, Chicago, IL",3 Bed
"843 N Francisco Ave Unit G1, Chicago, IL","$1,100","843 N Francisco Ave Unit G1, Chicago, IL",2 Bed
"3353 W Warren Blvd Unit 1, Chicago, IL",$699,"3353 W Warren Blvd Unit 1, Chicago, IL",Studio
"1511 N Cleveland Ave Unit 2N, Chicago, IL","$3,249","1511 N Cleveland Ave Unit 2N, Chicago, IL",Condo for Rent
"1647 W North Ave Unit 03, Chicago, IL","$2,390","1647 W North Ave Unit 03, Chicago, IL",2 Bed
"1246 N Artesian Ave Unit 1F, Chicago, IL","$1,900","1246 N Artesian Ave Unit 1F, Chicago, IL",Condo for Rent
"3455 W Jackson Blvd Unit 2, Chicago, IL","$1,000","3455 W Jackson Blvd Unit 2, Chicago, IL",3 Bed
"3401 S Western Blvd Unit G-N, Chicago, IL","$1,175","3401 S Western Blvd Unit G-N, Chicago, IL",Condo for Rent
"1637 N Clybourn Ave Unit CH1, Chicago, IL","$1,850","1637 N Clybourn Ave Unit CH1, Chicago, IL",Condo for Rent
"940 W Concord Pl Unit 3, Chicago, IL","$4,750","940 W Concord Pl Unit 3, Chicago, IL",4 Bed
"1435 N Wells St Unit 508, Chicago, IL","$2,935","1435 N Wells St Unit 508, Chicago, IL",2 Bed
"1435 N Wells St Unit 609, Chicago, IL","$1,730","1435 N Wells St Unit 609, Chicago, IL",Studio
"1849 W North Ave Unit #4, Chicago, IL","$3,000","1849 W North Ave Unit #4, Chicago, IL",Condo for Rent
"1347 N Dearborn St Unit 203, Chicago, IL","$1,430","1347 N Dearborn St Unit 203, Chicago, IL",Studio
"501 W North Ave Unit 190, Chicago, IL","$2,095","501 W North Ave Unit 190, Chicago, IL",Studio
"1352 N Western Ave Unit 2R, Chicago, IL","$1,350","1352 N Western Ave Unit 2R, Chicago, IL",1 Bed
